period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0299,-0.0304,-0.5184,0.0343,0.488,-0.6015
Weekly,-0.0711,-0.0737,-0.5184,0.0878,0.4231,-0.5844
Biweekly,-0.2015,-0.225,-0.5184,0.1132,0.4615,-0.5844
Monthly,-0.0299,-0.0304,-0.5782,0.1001,0.3333,-0.4377
