period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0096,0.0095,0.579,0.0135,0.572,-0.1288
Weekly,0.0387,0.0379,0.6699,0.0332,0.5962,-0.1114
Biweekly,0.0324,0.0319,0.6699,0.0338,0.6923,-0.1114
Monthly,0.0154,0.0153,0.5321,0.0644,0.6667,-0.1117
