period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0048,0.0048,0.1611,0.0089,0.5664,-0.0576
Weekly,0.0215,0.0213,0.1611,0.0187,0.5769,-0.0518
Biweekly,-0.0013,-0.0013,0.1611,0.0163,0.5769,-0.0284
Monthly,0.007,0.0069,0.1029,0.0335,0.75,-0.0381
