period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0278,0.0275,1.2654,0.0219,0.5743,-0.1866
Weekly,0.0278,0.0275,0.9249,0.0472,0.6731,-0.1411
Biweekly,0.0678,0.0656,0.9249,0.0808,0.7308,-0.1411
Monthly,0.0731,0.0705,0.8028,0.1565,0.6667,-0.1454
