period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0086,0.0085,0.2487,0.0117,0.564,-0.0701
Weekly,0.0319,0.0314,0.2487,0.0177,0.5962,-0.0697
Biweekly,0.0245,0.0242,0.2487,0.0421,0.5769,-0.0641
Monthly,0.0086,0.0085,0.2274,0.0464,0.6667,-0.0642
