period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0023,0.0023,0.1548,0.0184,0.5422,-0.2378
Weekly,0.0023,0.0023,0.1317,0.0519,0.5769,-0.208
Biweekly,-0.0581,-0.0599,0.1317,0.0723,0.5769,-0.1848
Monthly,-0.0209,-0.0211,0.1372,0.0504,0.5833,-0.1737
