period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0018,-0.0018,0.1384,0.0118,0.4739,-0.1247
Weekly,-0.0018,-0.0018,0.1286,0.04,0.4808,-0.1121
Biweekly,0.0241,0.0238,0.1286,0.0404,0.5385,-0.0903
Monthly,0.0093,0.0092,0.2023,0.0797,0.6667,-0.077
