period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0174,0.0173,0.405,0.0302,0.472,-0.3202
Weekly,0.0142,0.0141,0.5674,0.058,0.5962,-0.2994
Biweekly,0.1296,0.1219,0.5674,0.0766,0.5385,-0.2903
Monthly,-0.006,-0.006,0.445,0.1494,0.5,-0.1615
