Date,Open,High,Low,Close,Volume,ret_1d,log_ret_1d,eq,cum_ret,ret_7d,ret_14d,ret_30d,log_ret_7d,log_ret_14d,log_ret_30d,roll_max,dd,vol_7d,vol_14d,vol_30d,up,down,MA7,MA25,MA99,RSI,MACD,MACD_signal,ADX,Volatility,returns
2025-04-03 04:00:00,161.4018,164.4704,151.9578,154.6689,2683400,-0.0237,-0.024,0.9763,-0.0237,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,0.9763,0.0,0.0553,0.0424,0.0405,0,0,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,
2025-04-04 04:00:00,152.1068,154.6987,146.0392,151.0045,3326300,-0.0237,-0.024,0.9763,-0.0237,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,0.9763,0.0,0.0553,0.0424,0.0405,0,1,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.02369189927645443
2025-04-07 04:00:00,151.2131,158.7504,144.9469,150.359,2779500,-0.0043,-0.0043,0.9721,-0.0279,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,0.9763,-0.0043,0.0553,0.0424,0.0405,0,1,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.0042747070451543134
2025-04-08 04:00:00,156.3174,156.3571,145.3044,147.3103,1877800,-0.0203,-0.0205,0.9524,-0.0476,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,0.9763,-0.0245,0.0553,0.0424,0.0405,0,1,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.02027613910707038
2025-04-09 04:00:00,145.8208,165.0563,144.778,164.3413,3158600,0.1156,0.1094,1.0625,0.0625,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,1.0625,0.0,0.0553,0.0424,0.0405,1,0,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,0.11561309697964073
2025-04-10 04:00:00,160.8358,160.8358,151.1733,155.662,2180900,-0.0528,-0.0543,1.0064,0.0064,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,1.0625,-0.0528,0.0553,0.0424,0.0405,0,1,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.05281265269290181
2025-04-11 04:00:00,153.7454,153.7454,145.1256,151.1733,2640800,-0.0288,-0.0293,0.9774,-0.0226,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,1.0625,-0.0801,0.0553,0.0424,0.0405,0,1,153.50275714285712,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.028836196374195322
2025-04-14 04:00:00,153.2091,154.7682,150.8953,154.0333,1189200,0.0189,0.0187,0.9959,-0.0041,-0.0041,0.0202,0.0997,-0.0041,0.02,0.095,1.0625,-0.0627,0.0553,0.0424,0.0405,1,0,153.41195714285715,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,0.018918684714827272
2025-04-15 04:00:00,154.222,155.3938,150.4186,151.789,1001800,-0.0146,-0.0147,0.9814,-0.0186,0.0052,0.0202,0.0997,0.0052,0.02,0.095,1.0625,-0.0764,0.0547,0.0424,0.0405,0,1,153.52402857142857,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.014570226048523316
2025-04-16 04:00:00,150.0214,150.8357,144.8873,146.8237,1928000,-0.0327,-0.0333,0.9493,-0.0507,-0.0235,0.0202,0.0997,-0.0238,0.02,0.095,1.0625,-0.1066,0.0563,0.0424,0.0405,0,1,153.01898571428572,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.032711856590398436
2025-04-17 04:00:00,148.353,153.7454,148.0154,152.6828,1456500,0.0399,0.0391,0.9872,-0.0128,0.0365,0.0202,0.0997,0.0358,0.02,0.095,1.0625,-0.0709,0.0576,0.0424,0.0405,1,0,153.7864857142857,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,0.039905682801890885
2025-04-21 04:00:00,150.4186,151.6798,146.0293,148.8297,1791100,-0.0252,-0.0256,0.9622,-0.0378,-0.0944,0.0202,0.0997,-0.0991,0.02,0.095,1.0625,-0.0944,0.0321,0.0424,0.0405,0,1,151.57054285714284,152.461916,157.73021717171716,48.899076548294616,0.7447284233428775,3.6350051662651115,0.0,0.04161708791993713,-0.025235979429247934
