period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.024,-0.0243,-0.1605,0.0222,0.444,-0.3385
Weekly,-0.0138,-0.0139,-0.1605,0.0629,0.4231,-0.3385
Biweekly,-0.052,-0.0534,-0.1605,0.0514,0.4615,-0.3307
Monthly,-0.024,-0.0243,-0.1196,0.0433,0.5,-0.2073
