period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0227,-0.023,0.3059,0.0193,0.5,-0.1029
Weekly,-0.0227,-0.023,0.2842,0.0447,0.6154,-0.0869
Biweekly,-0.0723,-0.075,0.2842,0.0715,0.5769,-0.0729
Monthly,-0.0392,-0.0399,0.2553,0.0514,0.6667,-0.0692
