period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0218,-0.022,0.4176,0.0192,0.492,-0.1265
Weekly,-0.0218,-0.022,0.3588,0.0478,0.5577,-0.1115
Biweekly,-0.0542,-0.0558,0.3588,0.07,0.5769,-0.1115
Monthly,-0.04,-0.0408,0.3252,0.0797,0.6667,-0.0443
