period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0045,0.0045,0.6946,0.0222,0.5904,-0.1883
Weekly,0.0045,0.0045,0.5818,0.0316,0.6538,-0.1765
Biweekly,0.0515,0.0502,0.5818,0.0537,0.6538,-0.1765
Monthly,0.012,0.012,0.4699,0.054,0.8333,-0.0997
