period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0182,-0.0184,0.1187,0.0168,0.532,-0.2072
Weekly,-0.0182,-0.0184,0.1194,0.0073,0.4808,-0.1864
Biweekly,-0.0195,-0.0197,0.1194,0.0643,0.5769,-0.1579
Monthly,-0.0255,-0.0258,0.1077,0.0822,0.75,-0.1288
