period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0158,0.0157,0.2339,0.0174,0.52,-0.1851
Weekly,-0.0463,-0.0474,0.3381,0.052,0.5962,-0.1755
Biweekly,0.0282,0.0278,0.3381,0.023,0.5769,-0.159
Monthly,-0.0133,-0.0134,0.3286,0.0744,0.5833,-0.1506
