period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.007,-0.007,-0.06,0.023,0.524,-0.2751
Weekly,-0.0399,-0.0407,0.0164,0.0188,0.5192,-0.2734
Biweekly,-0.0491,-0.0503,0.0164,0.0894,0.5769,-0.2734
Monthly,-0.0127,-0.0128,0.0019,0.0686,0.5,-0.2734
