period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0007,0.0007,-0.0315,0.0129,0.5039,-0.1398
Weekly,-0.0548,-0.0564,-0.0145,0.0568,0.5,-0.1039
Biweekly,0.0242,0.024,-0.0145,0.017,0.4615,-0.1039
Monthly,0.0592,0.0575,-0.0189,0.0472,0.5,-0.0922
