period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0086,0.0086,0.3183,0.0153,0.5141,-0.17
Weekly,0.0086,0.0086,0.294,0.0271,0.5577,-0.1307
Biweekly,-0.0269,-0.0273,0.294,0.0619,0.5385,-0.1198
Monthly,0.0004,0.0004,0.2821,0.1425,0.5833,-0.1202
