period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0103,-0.0104,0.3812,0.0221,0.52,-0.1329
Weekly,-0.0103,-0.0104,0.3681,0.0128,0.5385,-0.1282
Biweekly,-0.0181,-0.0183,0.3681,0.0564,0.6538,-0.1282
Monthly,-0.0284,-0.0288,0.3009,0.0942,0.75,-0.0826
