period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0026,0.0026,0.0373,0.0114,0.496,-0.1785
Weekly,0.0156,0.0155,0.0373,0.0371,0.4808,-0.1515
Biweekly,-0.0222,-0.0225,0.0373,0.0659,0.4615,-0.127
Monthly,0.0026,0.0026,0.0886,0.0884,0.5833,-0.1216
