period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0082,0.0082,0.0616,0.0158,0.516,-0.2975
Weekly,0.0499,0.0487,0.1304,0.0343,0.5,-0.2805
Biweekly,0.0399,0.0391,0.1304,0.0464,0.5385,-0.2736
Monthly,0.0132,0.0131,0.082,0.0471,0.5833,-0.2544
