period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0011,0.0011,-0.0238,0.0144,0.4859,-0.2409
Weekly,0.0011,0.0011,-0.0831,0.0291,0.4615,-0.2378
Biweekly,-0.0002,-0.0002,-0.0831,0.0439,0.3846,-0.2289
Monthly,-0.0182,-0.0184,-0.1226,0.0519,0.25,-0.2108
