period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0029,-0.003,0.0328,0.0043,0.4767,-0.0485
Weekly,-0.001,-0.001,0.0328,0.0078,0.5192,-0.0396
Biweekly,-0.004,-0.004,0.0328,0.0122,0.5,-0.0234
Monthly,-0.0029,-0.003,0.0278,0.0144,0.5833,-0.0327
