period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0015,-0.0015,0.6624,0.0282,0.508,-0.351
Weekly,-0.0015,-0.0015,0.5026,0.0645,0.5769,-0.3103
Biweekly,0.091,0.0871,0.5026,0.0695,0.6154,-0.3064
Monthly,0.0471,0.046,0.3372,0.077,0.75,-0.2774
