period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0142,0.0141,0.2741,0.0395,0.464,-0.4862
Weekly,0.0514,0.0501,0.3688,0.0565,0.5385,-0.416
Biweekly,-0.0377,-0.0385,0.3688,0.054,0.6923,-0.3963
Monthly,0.0196,0.0194,0.1782,0.0832,0.5833,-0.3123
