period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0004,0.0004,0.5235,0.0171,0.552,-0.2533
Weekly,0.0513,0.05,0.6623,0.0332,0.5577,-0.2377
Biweekly,0.0266,0.0263,0.6623,0.0448,0.5769,-0.2194
Monthly,0.0085,0.0085,0.5127,0.1149,0.6667,-0.2264
