period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0201,-0.0203,0.387,0.0171,0.544,-0.2761
Weekly,-0.0201,-0.0203,0.3513,0.0504,0.5577,-0.263
Biweekly,-0.027,-0.0274,0.3513,0.0563,0.5,-0.2437
Monthly,-0.0257,-0.0261,0.304,0.0754,0.5833,-0.1814
