period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.003,-0.003,2.1581,0.0057,0.5,-0.2131
Weekly,-0.0037,-0.0037,2.1581,0.0083,0.6154,-0.1913
Biweekly,-0.0182,-0.0184,2.1581,0.0119,0.6154,-0.1913
Monthly,-0.003,-0.003,1.7051,0.0207,0.5833,-0.1162
