period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0023,0.0023,1.3905,0.0304,0.6,-0.2725
Weekly,0.117,0.1107,1.615,0.1113,0.6346,-0.2616
Biweekly,0.1905,0.1744,1.615,0.1557,0.7308,-0.2278
Monthly,0.0536,0.0522,1.1931,0.1454,0.8333,-0.1656
