period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0058,-0.0058,0.2334,0.0332,0.528,-0.3298
Weekly,0.0925,0.0885,0.2702,0.0854,0.5577,-0.3047
Biweekly,0.1321,0.1241,0.2702,0.1202,0.6538,-0.3047
Monthly,0.0081,0.008,0.4659,0.0887,0.5833,-0.1804
