period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0016,-0.0016,0.0499,0.0156,0.5221,-0.3391
Weekly,-0.0016,-0.0016,-0.0327,0.0481,0.5385,-0.3158
Biweekly,0.0452,0.0442,-0.0327,0.0606,0.5769,-0.3158
Monthly,0.0073,0.0073,-0.0494,0.0506,0.4167,-0.3021
