period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0011,-0.0011,0.3176,0.0213,0.508,-0.2056
Weekly,0.0278,0.0275,0.2914,0.0265,0.5769,-0.2056
Biweekly,0.0098,0.0098,0.2914,0.0602,0.5769,-0.1915
Monthly,-0.0118,-0.0119,0.1788,0.1083,0.5833,-0.1239
