period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0157,0.0155,0.83,0.0261,0.552,-0.187
Weekly,0.0157,0.0155,0.7702,0.087,0.5769,-0.1716
Biweekly,0.0666,0.0644,0.7702,0.0598,0.5769,-0.1417
Monthly,0.0279,0.0275,0.5645,0.1125,0.5833,-0.1033
