period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0002,0.0002,-0.4741,0.0211,0.476,-0.4888
Weekly,0.0002,0.0002,-0.4784,0.0707,0.4615,-0.4865
Biweekly,-0.1253,-0.1339,-0.4784,0.0715,0.4231,-0.4768
Monthly,-0.0417,-0.0426,-0.4864,0.0404,0.1667,-0.477
