period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0213,-0.0215,0.364,0.0182,0.504,-0.1357
Weekly,-0.0106,-0.0107,0.364,0.0421,0.5769,-0.1239
Biweekly,-0.0245,-0.0248,0.364,0.0626,0.6923,-0.102
Monthly,-0.0213,-0.0215,0.2979,0.091,0.6667,-0.1025
