period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0201,-0.0203,0.0541,0.0151,0.552,-0.1789
Weekly,-0.0201,-0.0203,0.0584,0.0225,0.5962,-0.1703
Biweekly,-0.0588,-0.0606,0.0584,0.0676,0.5769,-0.1702
Monthly,-0.0241,-0.0244,0.0214,0.1588,0.5833,-0.1789
