period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0144,0.0143,0.3134,0.0185,0.5823,-0.2176
Weekly,0.0144,0.0143,0.2438,0.0492,0.6154,-0.213
Biweekly,0.0788,0.0758,0.2438,0.0729,0.6154,-0.213
Monthly,0.0355,0.0348,0.1674,0.0554,0.5,-0.1232
