period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0102,0.0101,-0.2449,0.0191,0.484,-0.2789
Weekly,0.0102,0.0101,-0.2458,0.0354,0.4615,-0.2752
Biweekly,-0.0131,-0.0132,-0.2458,0.013,0.3846,-0.2562
Monthly,0.001,0.001,-0.2678,0.0322,0.4167,-0.2182
