period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0175,0.0174,-0.5155,0.0216,0.496,-0.584
Weekly,0.0175,0.0174,-0.5165,0.0361,0.3846,-0.5831
Biweekly,0.026,0.0257,-0.5165,0.0459,0.3462,-0.5666
Monthly,0.0172,0.017,-0.5153,0.0809,0.1667,-0.5409
