period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0075,0.0075,0.1247,0.0184,0.51,-0.2361
Weekly,0.0075,0.0075,0.0448,0.0251,0.5385,-0.21
Biweekly,0.0453,0.0443,0.0448,0.0919,0.5385,-0.21
Monthly,0.018,0.0178,-0.0122,0.0538,0.6667,-0.152
