period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0145,-0.0146,0.5584,0.024,0.536,-0.1589
Weekly,-0.0121,-0.0122,0.5584,0.0579,0.5962,-0.1319
Biweekly,-0.0633,-0.0654,0.5584,0.0801,0.6154,-0.1042
Monthly,-0.0145,-0.0146,0.4124,0.1621,0.5833,-0.1222
