period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0034,0.0034,0.6596,0.0247,0.488,-0.3441
Weekly,0.0581,0.0564,0.8653,0.0437,0.5962,-0.3146
Biweekly,0.0418,0.0409,0.8653,0.0918,0.5385,-0.2778
Monthly,0.0153,0.0152,0.4662,0.1343,0.4167,-0.2264
