period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0796,0.0766,0.2693,0.0187,0.512,-0.1129
Weekly,0.0796,0.0766,0.2872,0.0449,0.4615,-0.1048
Biweekly,0.0737,0.0711,0.2872,0.0436,0.5769,-0.0962
Monthly,0.073,0.0705,0.2562,0.0391,0.5,-0.0946
