period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0092,-0.0092,0.9438,0.0201,0.5341,-0.1407
Weekly,-0.0092,-0.0092,0.8442,0.0767,0.5577,-0.1305
Biweekly,-0.0643,-0.0665,0.8442,0.1246,0.5385,-0.125
Monthly,-0.03,-0.0305,0.9605,0.0884,0.75,-0.03
