period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0081,-0.0081,0.0823,0.0123,0.496,-0.1022
Weekly,-0.012,-0.0121,0.0823,0.0237,0.4423,-0.0949
Biweekly,-0.0272,-0.0276,0.0823,0.032,0.5,-0.0828
Monthly,-0.0081,-0.0081,0.1159,0.0676,0.5833,-0.0907
