period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0031,0.0031,-0.1331,0.0316,0.512,-0.3247
Weekly,-0.1133,-0.1203,-0.1331,0.0746,0.5385,-0.3004
Biweekly,-0.1826,-0.2016,-0.1331,0.1058,0.6154,-0.3004
Monthly,0.0031,0.0031,-0.1333,0.1102,0.5833,-0.2777
