period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0032,-0.0032,-0.0506,0.0145,0.5,-0.1636
Weekly,0.0467,0.0457,-0.0506,0.0223,0.5577,-0.1636
Biweekly,0.0397,0.039,-0.0506,0.06,0.4231,-0.1636
Monthly,-0.0032,-0.0032,-0.0292,0.0661,0.4167,-0.1098
