period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0012,0.0012,-0.0495,0.0065,0.4651,-0.1138
Weekly,-0.0097,-0.0098,-0.0566,0.0112,0.4423,-0.0756
Biweekly,0.0043,0.0043,-0.0566,0.0201,0.4231,-0.0646
Monthly,0.004,0.004,-0.0233,0.0248,0.3333,-0.0507
