period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0209,-0.0212,-0.054,0.0279,0.48,-0.3221
Weekly,-0.003,-0.003,-0.0159,0.0807,0.4423,-0.3016
Biweekly,0.0851,0.0816,-0.0159,0.1383,0.5769,-0.2911
Monthly,-0.0141,-0.0142,-0.0384,0.1265,0.5,-0.2464
