period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0103,-0.0103,0.1451,0.0168,0.5221,-0.1486
Weekly,-0.0103,-0.0103,0.2204,0.0371,0.5385,-0.1251
Biweekly,-0.0129,-0.013,0.2204,0.0268,0.6154,-0.1182
Monthly,-0.0497,-0.0509,0.0849,0.0462,0.5,-0.1094
