period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0075,0.0075,-0.1787,0.025,0.5,-0.332
Weekly,-0.0589,-0.0607,-0.1787,0.081,0.5,-0.2857
Biweekly,-0.1166,-0.1239,-0.1787,0.1113,0.4231,-0.2848
Monthly,0.0075,0.0075,-0.2257,0.0768,0.3333,-0.2687
