period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.044,0.0431,0.3885,0.0233,0.502,-0.2501
Weekly,0.044,0.0431,0.4257,0.0529,0.5,-0.2501
Biweekly,0.067,0.0649,0.4257,0.1048,0.5,-0.2501
Monthly,0.0529,0.0515,0.355,0.1587,0.6667,-0.2401
