period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0104,0.0103,0.3337,0.0214,0.524,-0.1588
Weekly,0.0325,0.032,0.3543,0.0358,0.6731,-0.1443
Biweekly,-0.0037,-0.0037,0.3543,0.0308,0.6923,-0.1165
Monthly,0.018,0.0179,0.3428,0.0725,0.75,-0.1078
