period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0186,0.0184,0.6663,0.0325,0.532,-0.2326
Weekly,0.0335,0.033,0.8489,0.0342,0.5577,-0.1863
Biweekly,0.0473,0.0462,0.8489,0.1327,0.5769,-0.1863
Monthly,0.0448,0.0438,0.4107,0.151,0.5833,-0.1834
