period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0245,-0.0248,-0.3087,0.02,0.436,-0.3978
Weekly,-0.1052,-0.1111,-0.3087,0.0779,0.4231,-0.3968
Biweekly,-0.0858,-0.0897,-0.3087,0.0923,0.4615,-0.392
Monthly,-0.0245,-0.0248,-0.2975,0.0763,0.3333,-0.3417
