period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0121,-0.0122,0.3601,0.0131,0.524,-0.1721
Weekly,-0.0121,-0.0122,0.3541,0.0203,0.5962,-0.1705
Biweekly,-0.0083,-0.0083,0.3541,0.0467,0.6923,-0.1229
Monthly,-0.0222,-0.0225,0.2967,0.0567,0.5833,-0.1119
