period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0025,-0.0025,0.3445,0.0151,0.516,-0.1092
Weekly,0.0129,0.0128,0.3445,0.0059,0.6346,-0.1092
Biweekly,0.0322,0.0317,0.3445,0.0396,0.6538,-0.0908
Monthly,-0.0025,-0.0025,0.3416,0.0488,0.5833,-0.0267
