period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0023,-0.0023,0.0738,0.0046,0.4786,-0.0485
Weekly,-0.0037,-0.0037,0.0657,0.0089,0.5192,-0.0371
Biweekly,0.0012,0.0012,0.0657,0.0106,0.5,-0.0371
Monthly,-0.0227,-0.023,0.0662,0.02,0.6667,-0.036
