period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0064,0.0064,0.5161,0.0196,0.532,-0.1776
Weekly,0.0524,0.0511,0.5892,0.043,0.6154,-0.1776
Biweekly,0.0546,0.0532,0.5892,0.0627,0.6154,-0.1554
Monthly,0.0209,0.0207,0.4425,0.0371,0.6667,-0.0817
