period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0104,-0.0104,0.385,0.0289,0.584,-0.2111
Weekly,-0.0104,-0.0104,0.3576,0.0819,0.5962,-0.2047
Biweekly,-0.0437,-0.0447,0.3576,0.0907,0.6538,-0.1749
Monthly,-0.0301,-0.0306,0.2909,0.0562,0.6667,-0.1664
