period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0001,-0.0001,0.0991,0.0036,0.5564,-0.0453
Weekly,0.0045,0.0045,0.1002,0.0055,0.6154,-0.0274
Biweekly,0.0019,0.0019,0.1002,0.0124,0.7308,-0.0194
Monthly,0.0128,0.0127,0.0995,0.0103,0.75,-0.0055
