period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.017,-0.0172,-0.0218,0.012,0.52,-0.1979
Weekly,-0.0322,-0.0327,-0.0218,0.0261,0.5577,-0.1885
Biweekly,-0.004,-0.004,-0.0218,0.0488,0.5385,-0.1761
Monthly,-0.017,-0.0172,-0.0345,0.0687,0.4167,-0.1542
