period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0112,-0.0113,-0.1079,0.0211,0.464,-0.1874
Weekly,-0.0583,-0.0601,-0.1079,0.0515,0.5192,-0.1824
Biweekly,-0.0797,-0.0831,-0.1079,0.0863,0.4231,-0.1824
Monthly,-0.0112,-0.0113,-0.1078,0.061,0.3333,-0.1268
