period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0212,0.021,-0.1129,0.0221,0.54,-0.4182
Weekly,0.0207,0.0205,-0.0462,0.0345,0.5962,-0.3805
Biweekly,0.0041,0.0041,-0.0462,0.1351,0.5769,-0.3702
Monthly,0.0191,0.0189,-0.1206,0.164,0.6667,-0.3509
